Unnamed: 0,index,site_store,b2b_b2c,channel_id,region,city_level,store_concept,trade_term,area_range,store_type,urbanization,branch_area,address_2,address_3,showroom_area,warehouse_area,start_month,start_year,end_month,end_year,note,customer_id,customer_name
39,39,60002401,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,7e72a62dfc267fe74db447f436c6611db6fe5c797e2a155541,HCM,,,6,2013,,,,b96c52b9f,customer1074
40,40,60002460,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,74e3ba191a12f0ee0c4242f6a95daac10326e241f7943dc2c8b,TNH,,,11,2013,,,,a9c153fdf,customer1625
41,41,60002540,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,2b394dd4773efc7c0994b6779ac91b1725a35ba67,HCM,,,4,2014,,,,39a7e0cd9,customer286
42,42,60002621,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,3a8841b504d6b46378e143213eb13a4800752875fc4d95,BDG,,,7,2014,,,,3aedf8f8d,customer784
43,43,60002720,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1c2b35b62f553af4ea23f82665b6e191c49ac5b61f,HCM,,,12,2014,,,,1ee1c1332,customer273
44,44,60002766,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,3ca7cfe99c7fe748bebd69b9d7,HCM,,,3,2015,,,,a55feb39b,customer882
45,45,60002855,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,16cd0bff841b0f8e2d7374364e39300ecded4e688d5bbd2f2b2cc79657b,BDG,,,6,2015,,,,725245ab9,customer1249
46,46,60002925,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,e4e451d4f554086ecb8e3139097a75fa90b7d71d32577029d,HCM,,,10,2015,,,,a97e61529,customer888
47,47,60002934,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,16039f5ebcfa1efa978fa0de9,HCM,,,10,2015,,,,757c21094,customer1296
48,48,60002962,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,663016e1719c776cd9d189829fdf55697ef989d5b,HCM,,,12,2015,,,,f3c7f96aa,customer1541
49,49,60002963,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,ff8f22502a6de700035565f200603ad92a2981b,HCM,,,12,2015,,,,c92c16f81,customer426
50,50,60002964,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,1693f2cdfe48117e6435473aec73dfeb8c23,BTN,,,12,2015,,,,824fb4bf7,customer643
51,51,60002998,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,20cdc77ca867e9e7b6fdc3b05e4acd5cef298163a5a7d9,LAN,,,3,2016,,,,d2d0c2a4c,customer864
52,52,60003007,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,3e3edc3ea316cd7c3d707d852c5a208a904245389,HCM,,,3,2016,1,2020,,5a1647702,customer1220
53,53,60003008,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,be6335db6ec8c8522a23a187f3,HCM,,,3,2016,1,2020,,9500142fd,customer1534
54,54,60003009,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,6508ca224ebc7483eea42e7ee25,HCM,,,3,2016,1,2020,,0ec603524,customer1831
55,55,60003015,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,c08868ef3e318a8f2c3dd83644406d9f202e637b483b,ĐNI,,,3,2016,1,2020,,90a32f631,customer695
56,56,60003016,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,22f98472510c4ab53b8b1cb315af815aaba63c84a4094b,BDG,,,3,2016,1,2020,,e69e17b99,customer1386
57,57,60003017,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,72a3da5eeda6d3510ded307ea0f0db007e8f1515def9,HCM,,,3,2016,1,2020,,72254d526,customer330
58,58,60003018,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1be88df2eee86634b1e76fb65cf757b0ee99226f80de9a43,BTN,,,3,2016,1,2020,,70ac8db0f,customer793
59,59,60003026,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,c85f1b08ce44017cd672fae0436f0060c3b78b1479f37,VTU,,,4,2016,1,2020,,9db55b33f,customer1815
60,60,60003037,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,70b6cc7e7781e6c61ea9a19dee6241af4ad7f5820dd,HCM,,,5,2016,,,,ac65efb1f,customer911
61,61,60003077,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,7686dc7b956016e3634a1a449a9a25ad6deb05fde1d051a27d,HCM,,,7,2016,,,,0034c4c3b,customer1348
62,62,60003241,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,e80371e4ff9af57c9b7177f49,HCM,,,8,2017,,,,00b7e36a5,customer1885
63,63,60003255,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,7d99117b012e1687bf7cff1a5,HCM,,,9,2017,,,,9d0a962ab,customer1127
64,64,60003259,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,168b7c4687dde1b66a4e4e03e6b9190173f08d8d1351,TNH,,,10,2017,,,,3aa4bc343,customer796
65,65,60003278,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,754dcf96ae8f19f60028f40ef637822803bf01f3654985171,HCM,,,11,2017,,,,926889fce,customer621
66,66,60003300,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1ad275039b0631705c2fca0e91b,HCM,,,12,2017,,,,e52d988a5,customer485
67,67,60003307,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,2786bd6b390edf9068e413e466235892265c5fa4668505,VTU,,,1,2018,,,,6976bccad,customer2023
68,68,60003314,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,75a1a1974b09273f2b02760e6a1fe66e20d4ee791fa7,TGG,,,1,2018,,,,4a67d2537,customer696
69,69,60003395,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,ef9bff16279c3b3ab4693caf8d28b9b8091ce3fdfbc403c63,HCM,,,6,2018,1,2020,,2064dba3c,customer364
70,70,60003396,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,4a105ba61f57d8cc1b604ad38b,HCM,,,6,2018,1,2020,,1205a48ba,customer1368
71,71,60003397,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,f2902946cb0ccbf741d1f222cff5,HCM,,,6,2018,1,2020,,c0dc953d5,customer1195
72,72,60003410,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,304812f78b68e5bb4c3732d3b5ac9886ebfdbb8258f,HCM,,,6,2018,1,2020,,9129f73da,customer1551
73,73,60003415,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,496df9d8e5dc57eb41ca578f3,HCM,,,6,2018,1,2020,,2df77fc02,customer1665
74,74,60003450,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,1fdcf4a8b3a6e546d548edc706abb2312221135235,TNH,,,7,2018,,,,b4a2bc218,customer926
75,75,60003482,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,27f952921cdaad7a1af8a114539526f582bc3,BDG,,,9,2018,1,2020,,8311ff346,customer1181
76,76,60003496,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,b3e74b8b10d68060337caf1ccfd252f3429254bb,TGG,,,9,2018,,,,51d734209,customer1883
77,77,60003505,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,46d6206e76bc9ad4d714ff917fa96de39551e6b5d,TNH,,,10,2018,,,,321fdcff4,customer418
78,78,60003517,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,b841a936a656284e373749bcbeb5ad97765c8705f3a0ab1e7,LAN,,,11,2018,,,,cc787d8a3,customer1256
79,79,60003526,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,228209a73ddd28c8185fae42d620a8899c4a5a4f,BTN,,,11,2018,,,,1de7a4145,customer980
80,80,60003553,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,1e993ef39def73fbbb9915ed22e839fa1ae0c5ae50a0377f,BPC,,,12,2018,,,,e09cc8a13,customer1869
81,81,60003555,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,ea56bba34c05a05b24a31f94f586e346270fe55cd950d5139,HCM,,,12,2018,,,,41caf9329,customer1602
82,82,60003556,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,2039255acb730d29e174ecf35681b05954f73b138aefed91,TNH,,,12,2018,,,,e6e5db37f,customer1203
83,83,60001451,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,deb9cb334e5cfc5cee7c6d6614e6a5135b8e75234201785,HNI,,,1,2011,,,,d7e0eb044,customer505
84,84,60001462,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,939f3ec018cf1d39edf9e726a69ad02ca4b63a096cd,HNI,,,1,2011,,,,9593e81a9,customer1076
85,85,60001633,B2B,ST,KVMB,Cấp 1,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,1cd415073d17654d004c111583df7c29fd400b7183ebc41,HPG,,,1,2011,,,,d0da0b176,customer240
86,86,60001815,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,afa11647ebfcb54683d42e7e5d27469ce9305bc7121bf,NĐH,,,1,2011,,,,b7f747acb,customer1091
87,87,60001883,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,1ef6b8a02aa0c5c8c6b9ac902499d9579731ecc5f63713,VPC,,,1,2011,,,,839e0aca1,customer1104
88,88,60002140,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,1a3cc42ff8bf9b2bc01ee2c31e2d9e66b2dfa67867f7971cc753,HDG,,,10,2011,,,,90677abb0,customer1932
89,89,60002240,B2B,ST,KVMB,Cấp 1,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,1e79ba1766027f1281b3a6ea6d9115a3bd5ce685df527a4d,HPG,,,6,2012,,,,9d8bd732b,customer486
90,90,60002370,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,1a60bb2dbea27a770e93cbd722b309058ee481bb0b88d7,NBH,,,5,2013,,,,8bd1ab282,customer1318
91,91,60002371,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,7beb0eded979793d19d2419f6e8d32cc5621e3028890d,PTO,,,5,2013,,,,3339ee024,customer304
92,92,60002469,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,3112bb6956e5889c499874ff54e9838df73d00993990b,HNI,,,12,2013,,,,b2eb217ca,customer660
93,93,60002556,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,ffd1878fb2b9a4a819012beb3db75f9bf98b02135f977ada6b37,HNI,,,4,2014,1,2020,,a571907f4,customer1824
94,94,60002557,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,5822ef540157774ee6c0e1885a71e6f710adaf01b57f,HNI,,,4,2014,1,2020,,be8db5a06,customer1981
95,95,60002559,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,1c4abed35ca71de54acf72baa8bec8b73240f482955cc3,HNI,,,4,2014,1,2020,,9984d1241,customer1102
96,96,60002560,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,1c18ecdd2e15b16556bf61082e8ee416f0c61f6e3ed949a3,HNI,,,4,2014,1,2020,,99862450c,customer388
97,97,60002568,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,d7f44d67c330d940a76bc249e1bb77609ba9d607d0ca96d,HNI,,,4,2014,,,,3f9863303,customer667
98,98,60002569,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,e8d1f94364807cc17cab8f8b9675e8d3a094e0bfeb9,HNI,,,4,2014,,,,d6c19591a,customer1584
99,99,60002691,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,2a923499029e6abadbb2395c01cb872df53255100e12b77,BGG,,,10,2014,,,,12e66ed49,customer1167
100,100,60002692,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,3a58fb97996299b1737f5a3fb3f3a830ed7e3a3a5fad,QNH,,,10,2014,,,,d7c74864c,customer658
101,101,60002840,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,284b76ed12856bc7ad00e6a05c3be3c9c58a9621705,QNH,,,5,2015,1,2020,,14114c775,customer440
102,102,60002841,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,a3cae16894c46a13002f7301b1425f2a5e5d9e9279,HNI,,,5,2015,1,2020,,19009ca34,customer816
103,103,60002918,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,13dc9cd438fbc58520505eef8eaf6f48af2572b606b,HNI,,,9,2015,,,,5689e995f,customer1998
104,104,60002923,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,6715c5569f07c00aa7a39d67e7521aa805677ee341,HNI,,,10,2015,1,2020,,05a0fdf0a,customer450
105,105,60003004,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,16b94896749a38d4431a12df07120a433e2fb635eaa819,HNI,,,4,2016,1,2020,,c174f4817,customer1242
106,106,60003035,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,fef81fca4412d2d5c6889247770d9c388c802ddfed627ef,PTO,,,5,2016,1,2020,,f8e558b61,customer1794
