Unnamed: 0,index,site_store,b2b_b2c,channel_id,region,city_level,store_concept,trade_term,area_range,store_type,urbanization,branch_area,address_2,address_3,showroom_area,warehouse_area,start_month,start_year,end_month,end_year,note,customer_id,customer_name
22,22,60000554,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1351bd3340a97b1bc427ab78f61ab8a6fcc189f8b73,VTU,,,8,2010,,,,3715883f8,customer1314
23,23,60000555,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,4dba341f4fea2327006c672fb6878c78d55b16dbeb5,VTU,,,8,2010,,,,18d369f01,customer1045
24,24,60000556,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,e22f74af7aaa007e9f7cd4a9a831fe4d494700ca4dadf449cf,BTN,,,8,2010,,,,e58053fe5,customer1443
25,25,60000558,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,85d40b56754b8163d6782a742cba236e2b10f01,LAN,,,8,2010,,,,8e9e8fc6d,customer340
26,26,60000559,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,bbc4c9eef3e4e45e569bd9da9b4dddd0a552d65e136eaff,HCM,,,8,2010,,,,de50d4ba9,customer1780
27,27,60001167,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,c6b67fb2bb04ba489c11994e07335f24eb2e4c543,HCM,,,10,2010,,,,153d20c07,customer392
28,28,60002010,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,6ca860a6ea04032275081df88b545ce171f33fbc7cbf90d06019215d85,BDG,,,3,2011,,,,aee3c6c2a,customer291
29,29,60002100,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,afcdb0abbb4490d93923fba758b833b441db6bb,HCM,,,7,2011,,,,f08b2965e,customer1308
30,30,60002115,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,3cc18cb7a3f4a1e1f1f082976dbd7dde632cc3ce48f,TNH,,,9,2011,,,,89f802a1b,customer1557
31,31,60002151,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,785d4375577b66c03fe8de084a4f0a67f06a2c454bd25f,ĐNI,,,11,2011,,,,d4d368a24,customer487
32,32,60002180,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,a91b33779cf59d2301785df0524e51f603d90a01,HCM,,,2,2012,,,,d8f7b7bb9,customer1943
33,33,60002256,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,38e7415313b3582dcc20feba695758f190c8e0177,HCM,,,8,2012,,,,3c5068312,customer1087
34,34,60002271,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,b3bf33228643b875f6cc23948c2c440ae85bac3827c0026cecb7ba5117d,BDG,,,9,2012,,,,b3e663496,customer1502
35,35,60002284,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,37f63499ba68f80f0cd6327f37129e7fb6549a1cb,HCM,,,10,2012,,,,f40c1946b,customer1492
36,36,60002304,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,186a03299450443de553fd9612f,HCM,,,11,2012,,,,4c024869c,customer1916
37,37,60002335,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,4eb603329bba6bf97a39980692021b8b1ec83,BDG,,,3,2013,,,,f23bcd669,customer403
38,38,60002360,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,bcdc09f62b0ddce8715d7ecf84d67813c079640e2f8f0a66f5,HCM,,,4,2013,,,,593994cfb,customer902
39,39,60002401,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,2283718f09460f13c3ae7044d77502b64dc43ad6b7995829,HCM,,,6,2013,,,,b96c52b9f,customer1074
40,40,60002460,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,16cc8bf244b5ebddd64a597e513305d5629910fb7125374f8a65,TNH,,,11,2013,,,,a9c153fdf,customer1625
41,41,60002540,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,174b3d7d7de14ae1538f1d8f5a9378249464fd2bb,HCM,,,4,2014,,,,39a7e0cd9,customer286
42,42,60002621,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,a445f26374239e3e24a1a08dcc722f01e5d3851ada75f,BDG,,,7,2014,,,,3aedf8f8d,customer784
43,43,60002720,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,61a3000162d21ac96d4bf56f9c7f1d56fb6d96e7d,HCM,,,12,2014,,,,1ee1c1332,customer273
44,44,60002766,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,303cc8e905d14ad545395d339,HCM,,,3,2015,,,,a55feb39b,customer882
45,45,60002855,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,192848a8140bbc82404d6bb4ec48a604e9fd2ab81be823274afab3d2fe9,BDG,,,6,2015,,,,725245ab9,customer1249
46,46,60002925,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,fc3b0ec177581c1db567666410789835ff26ff9703a5f553,HCM,,,10,2015,,,,a97e61529,customer888
47,47,60002934,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,b62b77e3d954eb1aa51dbd585d,HCM,,,10,2015,,,,757c21094,customer1296
48,48,60002962,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1cdfc0f38fe3a634b6142c26053b2a6f69ae90965,HCM,,,12,2015,,,,f3c7f96aa,customer1541
49,49,60002963,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,34db7697ea9ab26853144af8ddf78af28b7fb69b,HCM,,,12,2015,,,,c92c16f81,customer426
50,50,60002964,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,68f8559acc0969a9cefe6f6dd0a510c90cdd,BTN,,,12,2015,,,,824fb4bf7,customer643
51,51,60002998,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,68194fef11c3b3b536a4d162aad68278e5c0bea62958d,LAN,,,3,2016,,,,d2d0c2a4c,customer864
52,52,60003007,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,21bed99c014eb6fa7cca02f41fc54bb08f27b1ba85,HCM,,,3,2016,1,2020,,5a1647702,customer1220
53,53,60003008,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,44c177e8bae7f819e6527a4a3,HCM,,,3,2016,1,2020,,9500142fd,customer1534
54,54,60003009,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,a38934f9afcff74ecffa5d84769,HCM,,,3,2016,1,2020,,0ec603524,customer1831
55,55,60003015,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,650089d1e6ec2766f7e084c8b5fa242c5909ebe88eebd,ĐNI,,,3,2016,1,2020,,90a32f631,customer695
56,56,60003016,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,9112ecf00686dd34aa338b6ce884da9a15b722676be92f,BDG,,,3,2016,1,2020,,e69e17b99,customer1386
57,57,60003017,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,3240e72a613d8b1f669479d3dfd729f482ada5832c8f,HCM,,,3,2016,1,2020,,72254d526,customer330
58,58,60003018,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1137c448d817d1ba684caec2062e197dade346199469d8661,BTN,,,3,2016,1,2020,,70ac8db0f,customer793
59,59,60003026,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,445a1e179a90493f2436fa962844ff0dd151fea8bdf06d,VTU,,,4,2016,1,2020,,9db55b33f,customer1815
60,60,60003037,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,c7d7250208ce12a67a69db48bd9a5e22ae72a94fc1d,HCM,,,5,2016,,,,ac65efb1f,customer911
61,61,60003077,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,56dbb8990a0337f03f502d25900669d8c63df3236d39da89,HCM,,,7,2016,,,,0034c4c3b,customer1348
62,62,60003241,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,31bab9203cd781b93befff513,HCM,,,8,2017,,,,00b7e36a5,customer1885
63,63,60003255,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1355a4915e8917f6ebeabccbaf,HCM,,,9,2017,,,,9d0a962ab,customer1127
64,64,60003259,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,6f842cb7ea070d4c069ffef2dbe11a04f969f23dcd,TNH,,,10,2017,,,,3aa4bc343,customer796
65,65,60003278,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,8e7e93208a70c5bf6909b3259f8d95c7ed163cf9f9f5adf3,HCM,,,11,2017,,,,926889fce,customer621
66,66,60003300,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,e97bfc005ba9ba15f51253abe1,HCM,,,12,2017,,,,e52d988a5,customer485
67,67,60003307,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,32dd3b28dc1df83d0e1e92ab37d1484f8114e264c1f95,VTU,,,1,2018,,,,6976bccad,customer2023
68,68,60003314,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,7ea140c16df2801b56d6ba2d5f56be89a51c3c7d121,TGG,,,1,2018,,,,4a67d2537,customer696
69,69,60003395,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,a9d4986a6133bcc525775b623750d732faa6e43f6ce8df1b,HCM,,,6,2018,1,2020,,2064dba3c,customer364
70,70,60003396,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,2df705b42de10e111956ff1ff3,HCM,,,6,2018,1,2020,,1205a48ba,customer1368
71,71,60003397,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,147c7bfed0d00e33032819a5f57,HCM,,,6,2018,1,2020,,c0dc953d5,customer1195
72,72,60003410,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,3fffdccbd67695bd6e00cf9b3d3e42c0918591bfe0d3,HCM,,,6,2018,1,2020,,9129f73da,customer1551
73,73,60003415,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,305698dbe8b217bf7245e90e3,HCM,,,6,2018,1,2020,,2df77fc02,customer1665
74,74,60003450,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,5412c955468a3c339ad016ca564c7b001d07ddc9,TNH,,,7,2018,,,,b4a2bc218,customer926
75,75,60003482,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,2bbce96ffa5aa46fbe0de25c0ab29aad2aadf,BDG,,,9,2018,1,2020,,8311ff346,customer1181
76,76,60003496,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,5ec2c00e771b6d6a4bd3872430f12994fed3e82d13,TGG,,,9,2018,,,,51d734209,customer1883
77,77,60003505,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,c2db2d0d68a8ab42db6a0e5123f97c94c58b7fc3,TNH,,,10,2018,,,,321fdcff4,customer418
78,78,60003517,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,12cf5be1297db0a439a11524008c703745bec28ded430ada3,LAN,,,11,2018,,,,cc787d8a3,customer1256
79,79,60003526,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,882d0e3a85a86748720f7470f83499145f23801913,BTN,,,11,2018,,,,1de7a4145,customer980
80,80,60003553,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,67b70d5b2843402aac0b51220d59843a2e29ee34cc46cdd,BPC,,,12,2018,,,,e09cc8a13,customer1869
81,81,60003555,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,7e44acaf72623f4c04b25ad1132da64bf426c13d963fe82c17,HCM,,,12,2018,,,,41caf9329,customer1602
82,82,60003556,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,169235e105023233cbb1aaa9f45aa10068cfe489186bf03,TNH,,,12,2018,,,,e6e5db37f,customer1203
83,83,60001451,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,ad6b564e53dc77d29d0ca562c677da9f9a2436050c15035f,HNI,,,1,2011,,,,d7e0eb044,customer505
84,84,60001462,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,5ea14048bbfa63c4ef15e12cb1d7db0fde4b3813c789,HNI,,,1,2011,,,,9593e81a9,customer1076
85,85,60001633,B2B,ST,KVMB,Cấp 1,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,2e5ec1b1072417b8e88fd4c5552169414208cae21e50809,HPG,,,1,2011,,,,d0da0b176,customer240
86,86,60001815,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,8c67a7504dc57c46ba7e07eb1524039e0473dced3813b057,NĐH,,,1,2011,,,,b7f747acb,customer1091
87,87,60001883,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,17df1193604e86bfeb76c4fd3f77753de885259b1cab43,VPC,,,1,2011,,,,839e0aca1,customer1104
88,88,60002140,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,5be5aefe4b25b1c8d6bb082a6275a710fc00fe1478986949a5,HDG,,,10,2011,,,,90677abb0,customer1932
89,89,60002240,B2B,ST,KVMB,Cấp 1,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,10a8743600f0e36c009940eb48cfd4ffce547eddfbcd4311,HPG,,,6,2012,,,,9d8bd732b,customer486
90,90,60002370,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,3c1f8fe08e188224aca75b32d8c02972e8011bc794957,NBH,,,5,2013,,,,8bd1ab282,customer1318
91,91,60002371,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,71b8588116607ff457114fcc908c2df4f6d8dfac4ae58f8f,PTO,,,5,2013,,,,3339ee024,customer304
92,92,60002469,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,8d8578cd19a5eba2c4aa353ee3ae062de9803c96ca8c9,HNI,,,12,2013,,,,b2eb217ca,customer660
93,93,60002556,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,288c76dc644ae60601b335f699809d036e90946433e04e81c941,HNI,,,4,2014,1,2020,,a571907f4,customer1824
94,94,60002557,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,a5e5d244d93be3a6fb652b157a6d5fa61bb23144bb9,HNI,,,4,2014,1,2020,,be8db5a06,customer1981
95,95,60002559,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,3a7595cd2c84e4df08d7fb23c368a1c37171c0274d9ab,HNI,,,4,2014,1,2020,,9984d1241,customer1102
96,96,60002560,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,3a8aac46d944a665bad41e7b83f57eba6281330b76999ab,HNI,,,4,2014,1,2020,,99862450c,customer388
97,97,60002568,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,bbebe6672af28ccc924894eba3ecc36f910b07a41f9e6aa5,HNI,,,4,2014,,,,3f9863303,customer667
98,98,60002569,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,1e676bddbd5b0edcd971d8fc043d165e5ffeac59b24d,HNI,,,4,2014,,,,d6c19591a,customer1584
99,99,60002691,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,376039aabc067bf0a303257b88da8d8ecd5768287874cb55,BGG,,,10,2014,,,,12e66ed49,customer1167
100,100,60002692,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,60c6f2942ea5508835f7f2516644ea6b1223a2cf7d,QNH,,,10,2014,,,,d7c74864c,customer658
101,101,60002840,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,75e81119a035949d742c64ec471950b0ecc728f3cbd7,QNH,,,5,2015,1,2020,,14114c775,customer440
102,102,60002841,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,1e93f0b0f63c870ca65f94bc96e1104f7172d7900d5,HNI,,,5,2015,1,2020,,19009ca34,customer816
103,103,60002918,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,5a717b35b5750844053b03c4c033a1918f082e51aeb1,HNI,,,9,2015,,,,5689e995f,customer1998
104,104,60002923,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,58bbe625e4b0d13317ec80ea8c949c24ac789a6b27,HNI,,,10,2015,1,2020,,05a0fdf0a,customer450
105,105,60003004,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,358d2499e3c12b2f9251d37dae37e9c7b685a8885144cf,HNI,,,4,2016,1,2020,,c174f4817,customer1242
106,106,60003035,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,9ab06d16eea2c119103585f846555b230d559209671f5ddb,PTO,,,5,2016,1,2020,,f8e558b61,customer1794
