Year,Month,Month_3Char,Week,YearWeek,Start Date,End Date,CNY
2017,7,7,28,201728,617bff056740da4ab4538cd910f41b4a8cc9a7,2017-07-16,No
2017,7,7,29,201729,70701e1a86dcc9f9042bd8b3878b0ea46440a1,2017-07-23,No
2017,7,7,30,201730,5b0cdd421e6ec1ea9246478e02ad22bb82b14b,2017-07-30,No
2017,8,8,31,201731,98c136379ccbea200296e6174078a4e3cc0eb,2017-08-06,No
2017,8,8,32,201732,e146a96ffc0c0f9ce246a3394faa6376d511f,2017-08-13,No
2017,8,8,33,201733,e34c6373d04800e438a71f420ef4a745e3f5,2017-08-20,No
2017,8,8,34,201734,4e79a1e5a73e45e1518786cb99769a589fcf5,2017-08-27,No
2017,9,9,35,201735,38ab59213bfb5061c538fc313c58ec529ba71,2017-09-03,No
2017,9,9,36,201736,156393e78b734878e9480f62bac2db2440260f,2017-09-10,No
2017,9,9,37,201737,1816ae1561c9ca8fe95957f78b1bdb9354155,2017-09-17,No
2017,9,9,38,201738,a25091fc1b268555e9fbcde1d6c44dc8ea6b05,2017-09-24,No
2017,9,9,39,201739,19a922e2f56c7f7bd021f723163dba28f2bb9,2017-10-01,No
2017,10,10,40,201740,2ec64b75bca6511a3ee8996e70556d44ead21,2017-10-08,No
2017,10,10,41,201741,7376800ee0d0242420b76049e08703d7122409,2017-10-15,No
2017,10,10,42,201742,1b4e7a9233ae960872b7204a04d97f75dfdadf,2017-10-22,No
2017,10,10,43,201743,5f69f02750c303d06a289b43a7d54674fee0f,2017-10-29,No
2017,11,11,44,201744,fe5704cc45391eafa01b56ab3f16a3278cad,2017-11-05,No
2017,11,11,45,201745,22296d3a96f4d7c1fab5afb9b5ce2fd2253471,2017-11-12,No
2017,11,11,46,201746,47db69117321308bba96cd585c02090d3cf1,2017-11-19,No
2017,11,11,47,201747,ad26b8c6636a7abb483c5f7e91545469722f3,2017-11-26,No
2017,12,12,48,201748,95dc77365963d4ca06a642e5e5cc8f1f65d7,2017-12-03,No
2017,12,12,49,201749,23deeec62172a44c4bf380cd89f88f106075b7,2017-12-10,No
2017,12,12,50,201750,953e7abbfe9430acfb855692ae5e89abec59,2017-12-17,No
2017,12,12,51,201751,5f38a10dab39295fd583fddf892670f62196b,2017-12-24,No
2017,12,12,52,201752,264785d0f44622b39008cb75cbd70c5609d15,2017-12-31,No
2018,1,1,1,201801,2295aea25097c3426587ae565c3326832540a7,2018-01-07,No
2018,1,1,2,201802,1dade55c272efe1b83b01128f07002d05b9243,2018-01-14,No
2018,1,1,3,201803,7ba161e4de7ce61f3b896a20ca9595f58155a3,2018-01-21,No
2018,1,1,4,201804,78d79c680ca53f1144323f08d54900abb4af5,2018-01-28,Yes
2018,2,2,5,201805,76c0c7e617800f5dbe050de5a49833d4ce77a5,2018-02-04,Yes
2018,2,2,6,201806,f2adc16fe25fac4f322174566ebc0abebcb9,2018-02-11,Yes
2018,2,2,7,201807,5d6051bf6bebcdd22e14bfedeb048c4459a69,2018-02-18,Yes
2018,2,2,8,201808,18e60106bc9e43bbe674540d66752dfefdc89,2018-02-25,Yes
2018,3,3,9,201809,31281dbbd1343bcf8dc324566c67dc623115f,2018-03-04,No
2018,3,3,10,201810,18b4dcb89d84437b300a22cb548d936815007,2018-03-11,No
2018,3,3,11,201811,1c4aa04eab010f12e6d48c32d32ea512f225d7,2018-03-18,No
2018,3,3,12,201812,9426f371aba46a1603175b092f3ea288524f,2018-03-25,No
2018,3,3,13,201813,7757fb27adc053f49afe0b801371724bc79ad,2018-04-01,No
2018,4,4,14,201814,bce166e3604f76a5d083c642e773a04cd8e63,2018-04-08,No
2018,4,4,15,201815,16dd5bb881e00d4626e9c97c7a18034e006a8d,2018-04-15,No
2018,4,4,16,201816,97fb6017721102e2be8b3640e245cadc2433,2018-04-22,No
2018,4,4,17,201817,37ce97cb64a82d7758ab5b091b55c1a12fe729,2018-04-29,No
2018,5,5,18,201818,aba0c7f3e13b1c899d3ccd282bb738e0a93991,2018-05-06,No
2018,5,5,19,201819,a7186094a1d3ac80f4b2004aa87bbff9382a45,2018-05-13,No
2018,5,5,20,201820,3d23b7ee32984e1b0f142f522155278ac1413,2018-05-20,No
2018,5,5,21,201821,39ba6e497d4f61c1848ca9c3dbec669450781,2018-05-27,No
2018,6,6,22,201822,b5fb8915755bcdc477b0b9b68efb148ffed5,2018-06-03,No
2018,6,6,23,201823,12ba6a742bcd2fcb1076191637dce346daf95,2018-06-10,No
2018,6,6,24,201824,7c58760fbb0fe4c0b3b9cc5ae14c5af1ab9e1,2018-06-17,No
2018,6,6,25,201825,55cc3a79b7f60f06853a8ecc275832f0270dd,2018-06-24,No
2018,6,6,26,201826,7d194ca370a6dcc9257147c658519569d7c2a7,2018-07-01,No
2018,7,7,27,201827,118187a4f2a86398235c010a69a387bd7f82ff,2018-07-08,No
2018,7,7,28,201828,7a39ca18639a2b45815529b2288a3ba43890d,2018-07-15,No
2018,7,7,29,201829,711a3d673df922cb807068eab5c7a94f4f0ef,2018-07-22,No
2018,7,7,30,201830,3714ac5d873e970b5ace217e6f41c7c1a84667,2018-07-29,No
2018,8,8,31,201831,1b432d895076ede0610cde3646d6ef17b33e1,2018-08-05,No
2018,8,8,32,201832,268ae7ecd9fed317b81062f15c084717faa373,2018-08-12,No
2018,8,8,33,201833,657b609ce7c26de2c7335bbb6a1271116ba3f,2018-08-19,No
2018,8,8,34,201834,19051fc612709834203c3026048c32a6578161,2018-08-26,No
2018,9,9,35,201835,6a44c8e1e46043b91901babb39dbe58338f0f7,2018-09-02,No
2018,9,9,36,201836,536ddd09c6153d8c623eef3c42751349f807,2018-09-09,No
2018,9,9,37,201837,6005493cbcad4c0da60ddc5fee3e289020b29b,2018-09-16,No
2018,9,9,38,201838,1df7705e59b3cb8eca34b1415b8188eb8c4a99,2018-09-23,No
2018,9,9,39,201839,8121abe7d7ae92d2c69e0d46251c99d5f999,2018-09-30,No
2018,10,10,40,201840,929f2e0d8a03fb0e46bfa1cc4af58a5627c5d,2018-10-07,No
2018,10,10,41,201841,8f04f0c2402f1a45c87852c808ba409170bb1,2018-10-14,No
2018,10,10,42,201842,41e988c04f901836284431a7a23dba2bcf9cd5,2018-10-21,No
2018,10,10,43,201843,2f426f4332f884826f8304df464686bf50ffcb,2018-10-28,No
2018,11,11,44,201844,a2a4ac3552a86fca70150b41a09419a389f7,2018-11-04,No
2018,11,11,45,201845,14acea172e46892ac45d2223dfd3bbc530a4b3,2018-11-11,No
2018,11,11,46,201846,98577c3ca07f050cdc13b3f392c4e458641a43,2018-11-18,No
2018,11,11,47,201847,307b525d45fa0ac870c618b9992d7d86ff4b1,2018-11-25,No
2018,12,12,48,201848,653f15c9b04823e838da3ed30d4182e57b3bb,2018-12-02,No
2018,12,12,49,201849,14e8719c69c0154ed99e0bc3085853d27ba0b7,2018-12-09,No
2018,12,12,50,201850,2d13bf97a35b1ae69e2301acb556790a33a0d,2018-12-16,No
2018,12,12,51,201851,1c91364bf333393c4b13e8d3b5ede3f670583,2018-12-23,No
2018,12,12,52,201852,5f005c8e4b6ebc8dd23ba5be92cc403ccba11,2018-12-30,No
2019,1,1,1,201901,dcf6ef9f4011acdb102ebbbae2ac20365869b,2019-01-06,No
2019,1,1,2,201902,112fdea8959d0728fffdbcc8d92b0edf86e75b,2019-01-13,No
2019,1,1,3,201903,bb257936a9e791c03f2a96cdebb1303414cdd1,2019-01-20,Yes
2019,1,1,4,201904,1f30f034911009858d612028b958a3c1de521,2019-01-27,Yes
2019,2,2,5,201905,4c76388b116d4c3c5805129a458b95c064bdc5,2019-02-03,Yes
2019,2,2,6,201906,b78da4a238efc605bb0b97d201bc0cd38d7abb,2019-02-10,Yes
2019,2,2,7,201907,32fb0c8646b01a608a1d8b02d279a8503ae3,2019-02-17,Yes
2019,2,2,8,201908,93fe485f3b5830fe18e0a3fe181074e1c8d,2019-02-24,No
2019,3,3,9,201909,1d13e82f1099dc0d10fb330fdbf4582b2c0b1,2019-03-03,No
2019,3,3,10,201910,5ad171091ba4af049c92b9ce31524f06aec0b,2019-03-10,No
2019,3,3,11,201911,9ef63aa76f0ec3d763e9e525badf4242e2ee7,2019-03-17,No
2019,3,3,12,201912,1c67936a3c26997563fc896f30ab0e99f763f,2019-03-24,No
2019,3,3,13,201913,6f2bec82aaa4ba46280b02367d9a52fcdb25,2019-03-31,No
2019,4,4,14,201914,77ac6647d6cff944cbdb00ea01531d199a2a9,2019-04-07,No
2019,4,4,15,201915,772c03588c39cca84790e6af3491a0bdf20f,2019-04-14,No
2019,4,4,16,201916,2f8989db8a733eaee06ad1511c48d2de28a989,2019-04-21,No
2019,4,4,17,201917,189a927d8a4c6873f80a223bb72cce1553eccf,2019-04-28,No
2019,5,5,18,201918,81ad0fe1a1496ca525d3d59788cf33cca06d,2019-05-05,No
2019,5,5,19,201919,d84933ec9feebe0131b85393c0e14731de9a39,2019-05-12,No
2019,5,5,20,201920,ec539d564b2805e708bdb48408e1ecae36a3b,2019-05-19,No
2019,5,5,21,201921,138fdc368ddead57d254c4ec94f17d1580f37,2019-05-26,No
2019,6,6,22,201922,70296981253de9f0f24e20167a8469370b5ccf,2019-06-02,No
2019,6,6,23,201923,1ff2238db06dba63c7a8b1cfd68d9173147f4f,2019-06-09,No
2019,6,6,24,201924,17748b3155a804793d13056824169284067d71,2019-06-16,No
2019,6,6,25,201925,132f78ac3cd8466d4086ece413f9f76cb7343,2019-06-23,No
2019,6,6,26,201926,124ae3344d31675ef88016725f35d837f97d75,2019-06-30,No
2019,7,7,27,201927,1fb252b832fb250772027ac5d12203aa68326d,2019-07-07,No
2019,7,7,28,201928,7c8a476a8fb692d4562d839afbdeb6f280c31,2019-07-14,No
2019,7,7,29,201929,73108ab0aad8b4a41475a8c401c9930e4c5fe3,2019-07-21,No
2019,7,7,30,201930,a51d997ede90d99b1b370cb6f4773884c75a9,2019-07-28,No
2019,8,8,31,201931,1c8f6b7fa769a5f054240da4739f2267ddc463,2019-08-04,No
2019,8,8,32,201932,52ba2fa6cc8f4e5bf45b74d6164cc0f3a188f,2019-08-11,No
2019,8,8,33,201933,5404e344dd456c5c61cb8e4fcc269cecc3d93,2019-08-18,No
2019,8,8,34,201934,cb09b72ca79581f803f0292091671542a1b9,2019-08-25,No
2019,9,9,35,201935,9dad465c78902381fee9e74399cc34a1285dd1,2019-09-01,No
2019,9,9,36,201936,4e245ae8854b30cfdbe1a832f45cab6495bbf9,2019-09-08,No
2019,9,9,37,201937,1b05962ff03ba3c7800122a9a8d5fc777c445,2019-09-15,No
2019,9,9,38,201938,3c1b892e4c20dc7110117d1a187d0561b287f,2019-09-22,No
2019,9,9,39,201939,259d25d2c487bfde1c16304b682553f524e45,2019-09-29,No
2019,10,10,40,201940,46c4f06b647096b06d6b1c4a4e2dbe3205d1b,2019-10-06,No
2019,10,10,41,201941,1500a0e8f1c5236c9f665e1056bb943acfe61,2019-10-13,No
2019,10,10,42,201942,2e4839a23761e7f20df1545ab1d2cc63a97c1,2019-10-20,No
2019,10,10,43,201943,58ee9582841bc5d2a6e036bc2fc0af4d5a3fe7,2019-10-27,No
2019,11,11,44,201944,19854642f09dcb4228e2884ae36ca27b0101f5,2019-11-03,No
2019,11,11,45,201945,2cad976cd6bdca07c9d8cf97f6c1e1517565bf,2019-11-10,No
2019,11,11,46,201946,66fa4e1205462f2dd7c6eb0c829b425a6398f,2019-11-17,No
2019,11,11,47,201947,2f61fc86042581f2b10352c6c9b9e9806ba43f,2019-11-24,No
2019,12,12,48,201948,311b51a98376256d65fb85a91c1d84b175639,2019-12-01,No
2019,12,12,49,201949,41b14ec0b869aef41fe5608454defb47a1c3d,2019-12-08,No
2019,12,12,50,201950,11d5debc07ce33d84fd507d3432087f8281db,2019-12-15,No
2019,12,12,51,201951,11008978e63018e335b5b517074d9ea527a59,2019-12-22,No
2019,12,12,52,201952,be4fe00c2302d8a44ff0dd1d56a7786a557cb1,2019-12-29,No
2020,1,1,1,202001,6d6e0b4eab590e4fbdaadfba81139cb05f380b,2020-01-05,Yes
2020,1,1,2,202002,43e654729d07213ede928a419b3ef69250bb5,2020-01-12,Yes
2020,1,1,3,202003,39ee350ceee67345526ef51861608886dd6b,2020-01-19,Yes
2020,1,1,4,202004,1d5a847197320178f1a4729ec57130bc12f25,2020-01-26,Yes
2020,2,2,5,202005,75a5e6659ce64f11c10069419a0929c033739,2020-02-02,Yes
2020,2,2,6,202006,1cf94ea1d464a3e5193c91d4b577e809e07a9,2020-02-09,No
2020,2,2,7,202007,e27fec5e19be89a0abc6b4f209bd4057423f49,2020-02-16,No
2020,2,2,8,202008,2ec0fa876aa78b5c9f5bdec6079ce2ec4665d,2020-02-23,No
2020,3,3,9,202009,14cca566b6b889a84a23ee9c1d5ab79c8ad91,2020-03-01,No
2020,3,3,10,202010,1692993f412db15ea56b48389151255ab3a7,2020-03-08,No
2020,3,3,11,202011,c57e868b6ccdec8c26866adbadcf931b80ed,2020-03-15,No
2020,3,3,12,202012,1625426c57298179594496cd69a9e239c448f,2020-03-22,No
2020,3,3,13,202013,59b0a0945d8dbd973fe2386e55c2203cb488d,2020-03-29,No
2020,4,4,14,202014,7a649274c6cf7a6af53308158f944a45f0c8d7,2020-04-05,No
2020,4,4,15,202015,1967b63a0bdaa19c4c88c682a69f63c8b5143,2020-04-12,No
2020,4,4,16,202016,7b2297cd57ecb220090b33a27dd667631c075d,2020-04-19,No
2020,4,4,17,202017,732d0d7e24f1bbb0cb48a5c65a085f7e53180b,2020-04-26,No
2020,5,5,18,202018,a5b2366787c377795bfcb4174e0cc8adf6f89,2020-05-03,No
2020,5,5,19,202019,23a8d4afeb36825e9d2b1cac443f94c096199,2020-05-10,No
2020,5,5,20,202020,6c4eb49473b623d278a02e4670f0f664de7d,2020-05-17,No
2020,5,5,21,202021,43051a3e8e3dc5303b54fbccf8f897179d399,2020-05-24,No
2020,6,6,22,202022,2683fcf95993c6415bcfe6ce68b90fa831415,2020-05-31,No
2020,6,6,23,202023,20ae343c769342c81955ae6d2ebc6250362215,2020-06-07,No
2020,6,6,24,202024,17b930feddc82115fa5666327185578e9932c1,2020-06-14,No
2020,6,6,25,202025,57807c066c125a423701903089ebbec426ae4d,2020-06-21,No
2020,6,6,26,202026,27be3e85ff4717d2f8c50711993009e4fb9a7,2020-06-28,No
2020,7,7,27,202027,1e8abdb7085321a74cd6df4b15e01215f858f,2020-07-05,No
2020,7,7,28,202028,1cb3f04e8923424b0de5771c012bfe1842229,2020-07-12,No
2020,7,7,29,202029,1f64c021b0b15ab98461122814465f68687dd,2020-07-19,No
2020,7,7,30,202030,75d597b7ac2916e628c06243efaa56f389f58f,2020-07-26,No
2020,8,8,31,202031,51f3132e93f32c603f229209117c1e60b6b06f,2020-08-02,No
2020,8,8,32,202032,9749d7e6f01b4b775ec6d4f67d0181092bf1cd,2020-08-09,No
2020,8,8,33,202033,5a771038673c7b1d7a97c8ed450a2f811393,2020-08-16,No
2020,8,8,34,202034,b9e8f828b9280330adae3aff2ae0402feb199,2020-08-23,No
2020,9,9,35,202035,9b6fad4f4b3ae4d83f5da5e84a25c666e015d,2020-08-30,No
2020,9,9,36,202036,afd9fdabf582f99006a6b7a534bf86326aaf5b,2020-09-06,No
2020,9,9,37,202037,6b801c34e70e22b983767f4bdd45b571c795,2020-09-13,No
2020,9,9,38,202038,e0a494a26cb1526a2ba9e88780a0b05066c1d,2020-09-20,No
2020,9,9,39,202039,1424bdfbd468495aa80894ab69e25ed7661bd,2020-09-27,No
2020,10,10,40,202040,95720166315f9b5060af7beda62556a633781,2020-10-04,No
2020,10,10,41,202041,1530d242fc8adb46346c7a7e82342b430dbeaf,2020-10-11,No
2020,10,10,42,202042,4e65d9ed0ad9ea62c3fede455f08960366741,2020-10-18,No
2020,10,10,43,202043,f335b24ef18e32ad2bf23746ac4326c59aedcd,2020-10-25,No
2020,11,11,44,202044,7c8e171c634ad8c331f42a8ce4519ec63873f,2020-11-01,No
2020,11,11,45,202045,d96e943a299cff14e1ea87830d34e34f6100b,2020-11-08,No
2020,11,11,46,202046,165b2bdce87bbbe8858040c95a67489bb4561,2020-11-15,No
2020,11,11,47,202047,78d71d7be8debe63cca46c84a5c058640d359,2020-11-22,No
2020,12,12,48,202048,d50e1a17a60a200fe7dbf544c22015bae2af,2020-11-29,No
2020,12,12,49,202049,1ce867fb19660b2c30ea578d97f6d885b8543,2020-12-06,No
2020,12,12,50,202050,c7509267725e32f56d2ded9c5aafc6414aa43,2020-12-13,No
2020,12,12,51,202051,17d2ced93a6befd0463333bf55c5f1311040ef,2020-12-20,No
2020,12,12,52,202052,17a246045dbccd27beaded2b297139528a2079,2020-12-27,No
