Unnamed: 0,index,site_store,b2b_b2c,channel_id,region,city_level,store_concept,trade_term,area_range,store_type,urbanization,branch_area,address_2,address_3,showroom_area,warehouse_area,start_month,start_year,end_month,end_year,note,customer_id,customer_name
10,10,60000540,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,561016ccaa87dc63fde6364ef,HCM,,,8,2010,,,,62c7860e5,customer1633
11,11,60000541,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1bcdf70c04742fc9102cffc3f,HCM,,,8,2010,,,,b9b40fac6,customer1187
12,12,60000542,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,2bd2d645d0af9c93e78778231,HCM,,,8,2010,,,,2b518dfbe,customer1882
13,13,60000543,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,13988c8e480bbce1758d18238c7230917332fcdc67,TGG,,,8,2010,,,,45c97fc3b,customer1748
14,14,60000545,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,6ba8f50f9b2aceb8d0ab05a9e35,HCM,,,8,2010,,,,ed6a79730,customer1160
15,15,60000546,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,a384de7ccbc374f550b82212b7eb14a67e0ce35c09ab,HCM,,,8,2010,,,,2e74f581f,customer1385
16,16,60000547,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,7514fd924c0b5572aa8fc313,HCM,,,8,2010,,,,48cc1c44c,customer656
17,17,60000548,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,107a7c6d7b75acb5d98e06f2d7,HCM,,,8,2010,,,,97c569abe,customer1115
18,18,60000549,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,77f1cd156ee49c5c6a4e27d28ab9,HCM,,,8,2010,,,,e18fef5a4,customer819
19,19,60000551,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,a23bdf13e9ba3f8810d9589547d5401fd5aa006ef8f,BTE,,,8,2010,,,,f57d66d21,customer1751
20,20,60000552,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,3f33c4b2065763a8ab45a5da992856c231b2130084e80f,ĐNI,,,8,2010,,,,fcbc83e38,customer593
21,21,60000553,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,36ee296268f751e2e792e627765649373ceb4dd62ea2cfb59b5,BPC,,,8,2010,,,,9157a3d3c,customer1662
22,22,60000554,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,4e10c36e615b44f059b1ff1ae8619fcbf3a8a05c72b,VTU,,,8,2010,,,,3715883f8,customer1314
23,23,60000555,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,affe8c3f2750a59ca10f1d206d75eb8498449bc5273,VTU,,,8,2010,,,,18d369f01,customer1045
24,24,60000556,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,791d94318971e9ff408f0ce27277374c7d2fad6469b83c83,BTN,,,8,2010,,,,e58053fe5,customer1443
25,25,60000558,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,c50eab44c6a1644802b44d19093beedb15c9a13,LAN,,,8,2010,,,,8e9e8fc6d,customer340
26,26,60000559,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1ef3b6594470d0372497938a10e0a378fc3338b9b81991d,HCM,,,8,2010,,,,de50d4ba9,customer1780
27,27,60001167,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,7af7bdc168f8e38a4fb53f7fd69d33eef384ee688d,HCM,,,10,2010,,,,153d20c07,customer392
28,28,60002010,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,6b764e616a074752913dbd741f6fb802cc14f647de262656e7c40310daf,BDG,,,3,2011,,,,aee3c6c2a,customer291
29,29,60002100,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,78ddbf004feb369198dc8552bec8a924089b831,HCM,,,7,2011,,,,f08b2965e,customer1308
30,30,60002115,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,9ad43fcaace7e91e9ec45f48ef082d59939408f8e37,TNH,,,9,2011,,,,89f802a1b,customer1557
31,31,60002151,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,168ccf71cceb2c21d0b19bb4c43a3f3a3e1e81e9d33d9,ĐNI,,,11,2011,,,,d4d368a24,customer487
32,32,60002180,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1b9e298ff0731c5e609c4eaa1905bee1afd1d8e6b7,HCM,,,2,2012,,,,d8f7b7bb9,customer1943
33,33,60002256,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,268c626a77cf6e67b80b63086285a1e2688c155a97,HCM,,,8,2012,,,,3c5068312,customer1087
34,34,60002271,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,431d09240a899b9fa294c6fce64138529ac345a6fd587ee3b9b41068bcff,BDG,,,9,2012,,,,b3e663496,customer1502
35,35,60002284,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,3f7d33bba7c9575cc226cab8823fd0c19f5887a7,HCM,,,10,2012,,,,f40c1946b,customer1492
36,36,60002304,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,70c2b83fde4ce11579970b268633,HCM,,,11,2012,,,,4c024869c,customer1916
37,37,60002335,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,3c3bc199afa638dcdcb8d1b5e7e4bc7e245161,BDG,,,3,2013,,,,f23bcd669,customer403
38,38,60002360,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,6b6464959d94df228496519134c01c1e3ab1cb43f07411203,HCM,,,4,2013,,,,593994cfb,customer902
39,39,60002401,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,35bc2b8919670757d6900e088673b7bffc81f7ac331bd3909,HCM,,,6,2013,,,,b96c52b9f,customer1074
40,40,60002460,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,65b5ed31e09dc212be43f4d453ab1795d715129f36309bdce35,TNH,,,11,2013,,,,a9c153fdf,customer1625
41,41,60002540,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,9b723c3186c5542d1d3202f8136a20e7bd3e34bd,HCM,,,4,2014,,,,39a7e0cd9,customer286
42,42,60002621,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,bc6dbdfc5b18d709b4b73127222cf2e64dcae06f6aba3,BDG,,,7,2014,,,,3aedf8f8d,customer784
43,43,60002720,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,5562b3c45fbca399420b309b2ca493609f137f5b3,HCM,,,12,2014,,,,1ee1c1332,customer273
44,44,60002766,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,e2e0f6b7faceda25982ccc7f,HCM,,,3,2015,,,,a55feb39b,customer882
45,45,60002855,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,5016e62373d6318300c04c0919279ee7704e17707ae7d641efe673db85,BDG,,,6,2015,,,,725245ab9,customer1249
46,46,60002925,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,4917434d8cefee6a708845644e7ffeb41d4a2d4d446195b1b,HCM,,,10,2015,,,,a97e61529,customer888
47,47,60002934,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,22422371aec54f6e224ae4b22d,HCM,,,10,2015,,,,757c21094,customer1296
48,48,60002962,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,16baa8482332c2d861eb5ae8c012d82e19a721eb5,HCM,,,12,2015,,,,f3c7f96aa,customer1541
49,49,60002963,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,14f4cf24b4bf81d8ee1af8215a0906ffbb8cb637,HCM,,,12,2015,,,,c92c16f81,customer426
50,50,60002964,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,1545f688a922f44ba574b938fb804eba147,BTN,,,12,2015,,,,824fb4bf7,customer643
51,51,60002998,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,21abc02d607066a275b25dff0fd94b231b2808f8ec3abd,LAN,,,3,2016,,,,d2d0c2a4c,customer864
52,52,60003007,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1f5547e7c473b156fc4b92b92d3da2987047f405b,HCM,,,3,2016,1,2020,,5a1647702,customer1220
53,53,60003008,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,3d0006b09d3df3d0978f1a027f,HCM,,,3,2016,1,2020,,9500142fd,customer1534
54,54,60003009,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,171acf2f0a7aebf2da671dbd881d,HCM,,,3,2016,1,2020,,0ec603524,customer1831
55,55,60003015,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,96fbced3332686585eddeb0f7f60906e6d49f06347f649,ĐNI,,,3,2016,1,2020,,90a32f631,customer695
56,56,60003016,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,3de2fcec6de0e35378da6b7759640c650441f0f03f4ed,BDG,,,3,2016,1,2020,,e69e17b99,customer1386
57,57,60003017,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,16bb4c54242428069724922212c65a068eaf27e5cdd,HCM,,,3,2016,1,2020,,72254d526,customer330
58,58,60003018,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,316ee7492299d48b3551070f8fee1c9a3459ee6fc870d1877,BTN,,,3,2016,1,2020,,70ac8db0f,customer793
59,59,60003026,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,2a7e00a5c7c263ca4d59400011a08535d4455d111a31,VTU,,,4,2016,1,2020,,9db55b33f,customer1815
60,60,60003037,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1240e269ecb83beb8a57c6ba0eb2fb5c1e26f910f0b9,HCM,,,5,2016,,,,ac65efb1f,customer911
61,61,60003077,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,e735d22e5e83bd2e04227026177cf367f96fa1642415dfcf,HCM,,,7,2016,,,,0034c4c3b,customer1348
62,62,60003241,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,7fb12de4bd7d57fbb7942bd91d,HCM,,,8,2017,,,,00b7e36a5,customer1885
63,63,60003255,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1550f395c39c527ac7760f7da7,HCM,,,9,2017,,,,9d0a962ab,customer1127
64,64,60003259,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,10e472596c958c0ecd1ebfe720ba9059c412b2b905d,TNH,,,10,2017,,,,3aa4bc343,customer796
65,65,60003278,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,a1ac598b216f65c1914fc4885ed93e801f57f387f86e9c18b3,HCM,,,11,2017,,,,926889fce,customer621
66,66,60003300,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1179d87eccb7eb869b398048019,HCM,,,12,2017,,,,e52d988a5,customer485
67,67,60003307,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,1a25e4ec4ad4588260dfd408554db95a987c3704cec39,VTU,,,1,2018,,,,6976bccad,customer2023
68,68,60003314,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,47436bd219ef638e67f1a383215959ff3b20a2f1a23,TGG,,,1,2018,,,,4a67d2537,customer696
69,69,60003395,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,c904546937ac8f33e07354b283d3ad041f9a8552863d6f5b5,HCM,,,6,2018,1,2020,,2064dba3c,customer364
70,70,60003396,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,312155b61ac35ad9c7597e0b7,HCM,,,6,2018,1,2020,,1205a48ba,customer1368
71,71,60003397,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,3ba089055752bcf96c93b395b75,HCM,,,6,2018,1,2020,,c0dc953d5,customer1195
72,72,60003410,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1de37f975a04320a2b44d50447dc718d7684f56163,HCM,,,6,2018,1,2020,,9129f73da,customer1551
73,73,60003415,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,3e58eca2270809a03e23f131c5,HCM,,,6,2018,1,2020,,2df77fc02,customer1665
74,74,60003450,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,104ff886fd8016cbb4392370a4206ed81d40e94bb,TNH,,,7,2018,,,,b4a2bc218,customer926
75,75,60003482,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,2ab9ae1ece194ab07f0f4e9aa1aa4ef0738f19,BDG,,,9,2018,1,2020,,8311ff346,customer1181
76,76,60003496,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,aa2a6451cae68870b785f4b9a4ff26246e8d97f03,TGG,,,9,2018,,,,51d734209,customer1883
77,77,60003505,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,5ff315237a2e237b8af028ac613098b0d1f1902ad,TNH,,,10,2018,,,,321fdcff4,customer418
78,78,60003517,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,94d05e019cbe57ff6a66fd53cd78e3b6643ab0458296b0f8d1,LAN,,,11,2018,,,,cc787d8a3,customer1256
79,79,60003526,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,bc616eaa23294b6d5ccc031979b6cdbf99b7ed07a3,BTN,,,11,2018,,,,1de7a4145,customer980
80,80,60003553,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,c4748dac1c58b24ee64a677044c0c4c780b00627f3037a1d,BPC,,,12,2018,,,,e09cc8a13,customer1869
81,81,60003555,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,1081b3090b041c9462989fb1d5d47fce0d9856d6405a65ee1,HCM,,,12,2018,,,,41caf9329,customer1602
82,82,60003556,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,9b505021d559ee280cfcfb8258f87c4c24c08f4eeaaa1,TNH,,,12,2018,,,,e6e5db37f,customer1203
83,83,60001451,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,abeef4e4df04ec29dbe2669b97f7cbc584853d0fd20e515b,HNI,,,1,2011,,,,d7e0eb044,customer505
84,84,60001462,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,e0d4bc28e943c8482753f7a07f2a3fd11b9b28fde93,HNI,,,1,2011,,,,9593e81a9,customer1076
85,85,60001633,B2B,ST,KVMB,Cấp 1,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,7fee77708914004708d71ec0e98b6093dbadf4cab195bf5,HPG,,,1,2011,,,,d0da0b176,customer240
86,86,60001815,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,17c4bc37fb4a610ddeaea6ab6b657318a1abccfa6ad9c821,NĐH,,,1,2011,,,,b7f747acb,customer1091
87,87,60001883,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,6d62d2d932e5a78c389f1acfe89fdd550d8aa6fc0496d,VPC,,,1,2011,,,,839e0aca1,customer1104
88,88,60002140,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,1049f5cec341f3a1be6df8b03e32fb2b0808c75f26f82c9919b1,HDG,,,10,2011,,,,90677abb0,customer1932
89,89,60002240,B2B,ST,KVMB,Cấp 1,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,31181bc3ecad9a541dcf722d81af0f06058c860c39b2fced,HPG,,,6,2012,,,,9d8bd732b,customer486
90,90,60002370,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,15eefcd6bdfe0ed688370dc5da1199da2839de5e7c1a5,NBH,,,5,2013,,,,8bd1ab282,customer1318
91,91,60002371,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,16311a92fa364be526bd0a95dd7de6c5654a8ae5a99e99f,PTO,,,5,2013,,,,3339ee024,customer304
92,92,60002469,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,3dc30441c6b20be54c6964bf26c321ae66953da900121,HNI,,,12,2013,,,,b2eb217ca,customer660
93,93,60002556,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,365bff78bfa2e71777ae351c92ff5f9abd21d451ccd60d1987b,HNI,,,4,2014,1,2020,,a571907f4,customer1824
94,94,60002557,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,114eb14365073644d896b72784371b98d8e2e5650f0d,HNI,,,4,2014,1,2020,,be8db5a06,customer1981
95,95,60002559,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,4ebe617288aaf5ef221f58e624e4b9c050cc6491456f09,HNI,,,4,2014,1,2020,,9984d1241,customer1102
96,96,60002560,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,631b620809c19359bb737e6c7f0ee3456810530ffb90cc7,HNI,,,4,2014,1,2020,,99862450c,customer388
97,97,60002568,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,c911a645c1be331abc89333e32fcefbbc5bdd91b90fa312d,HNI,,,4,2014,,,,3f9863303,customer667
98,98,60002569,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,1817f2cf26c2e75ff5e8f5b3ee78f78bce47d6e99b9,HNI,,,4,2014,,,,d6c19591a,customer1584
99,99,60002691,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,71a436d7151fa5d973830c7597712c20ad6e173fc4b297d9,BGG,,,10,2014,,,,12e66ed49,customer1167
100,100,60002692,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,2ba26483451d2d8e06d8417767fce0b4c7fdab778ed,QNH,,,10,2014,,,,d7c74864c,customer658
101,101,60002840,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,608b79f658b72c3038817a545a34088e9d01040e067,QNH,,,5,2015,1,2020,,14114c775,customer440
102,102,60002841,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,aebba09cbf98729df1f09d1ace5ecc141c84f68cf9,HNI,,,5,2015,1,2020,,19009ca34,customer816
103,103,60002918,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,4f49fc05a2d3211c5abe2913d65ae9c9a72720b75a9,HNI,,,9,2015,,,,5689e995f,customer1998
104,104,60002923,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,d702aa23d1bf3ebe3372f70e30468368c21a7c2f7,HNI,,,10,2015,1,2020,,05a0fdf0a,customer450
105,105,60003004,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,3c8e02ebe6a572dc7721f9336116feb40967f0915387,HNI,,,4,2016,1,2020,,c174f4817,customer1242
106,106,60003035,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,365a9884dcc59e37847417133d97438f0e3b3894d2547,PTO,,,5,2016,1,2020,,f8e558b61,customer1794
